author,ID,citation,title,year,source,doi,link,remarks
"Razafimanantsoa T. M., Raminosoa N., Rakotondrosoa O. L., Rajoelison G. L., Bogaert J., Rabearisoa M. R., Ramamonjisoa B. S., Poncelet M., Haubruge E. & Verheggen F. J.",7431,"Razafimanantsoa T. M., Raminosoa N., Rakotondrosoa O. L., Rajoelison G. L., Bogaert J., Rabearisoa M. R., Ramamonjisoa B. S., Poncelet M., Haubruge E. & Verheggen F. J., 2013a, Silkworm moths inventory in their natural tapia forest habitat (Madagascar): diversity, population dynamics and host plants. vol 21 issue 1 pages 137–150","Silkworm moths inventory in their natural tapia forest habitat (Madagascar): diversity, population dynamics and host plants.",2013,,,,
Coquerel Ch.,7432,"Coquerel Ch., 1854, Bombyx de Madagascar qui fournissent de la soie. vol (3) 2 issue  pages 529–531",Bombyx de Madagascar qui fournissent de la soie.,1854,,,,
Razafimanantsoa T. M.,7433,"Razafimanantsoa T. M., 2008, Etude bioécologique des papillons sérigènes dans les familles des Lasiocampidae et des Saturniidae au Parc National de Ranomafana et dans la forêt de Tapia d'Ambohimanjaka. vol  issue  pages ",Etude bioécologique des papillons sérigènes dans les familles des Lasiocampidae et des Saturniidae au Parc National de Ranomafana et dans la forêt de Tapia d'Ambohimanjaka.,2008,,,,
Haxaire J. & Camiade D.,7434,"Haxaire J. & Camiade D., 2008, Un nouveau Sphingidae d'Erythrée: Macropoliana cadioui n. sp. (Lepidoptera, Sphingidae). vol 1 issue 2 pages 45–51","Un nouveau Sphingidae d'Erythrée: Macropoliana cadioui n. sp. (Lepidoptera, Sphingidae).",2008,,,,
Schmit P. & Pierre J.,7435,"Schmit P. & Pierre J., 2006, Contribution à l'étude du genre Macropoliana Carcasson, 1968 (Lepidoptera, Sphingidae). vol 111 issue 4 pages 539–543","Contribution à l'étude du genre Macropoliana Carcasson, 1968 (Lepidoptera, Sphingidae).",2006,,,https://www.persee.fr/doc/bsef_0037-928x_2006_num_111_4_16374,
Koster J. C.,7436,"Koster J. C., 2016, The genus Cosmopterix Hübner of continental Sub-Saharan Africa (Lepidoptera: Gelechioidea: Cosmopterigidae). vol 158 (2015) issue  pages 87–318",The genus Cosmopterix Hübner of continental Sub-Saharan Africa (Lepidoptera: Gelechioidea: Cosmopterigidae).,2016,,,,
Meyrick E.,7437,"Meyrick E., 1915d, Descriptions of South American Micro-Lepidoptera. vol 1915 issue 2 pages 201–256",Descriptions of South American Micro-Lepidoptera.,1915,,,https://www.biodiversitylibrary.org/page/14693360,
Koster J. C.,7438,"Koster J. C., 2010a, The genera Cosmopterix Hübner and Pebobs [sic] Hodges in the New World with special attention to the Neotropical fauna (Lepidoptera: Cosmopterigidae). vol 84 issue  pages 251–575",The genera Cosmopterix Hübner and Pebobs [sic] Hodges in the New World with special attention to the Neotropical fauna (Lepidoptera: Cosmopterigidae).,2010,,,,
Landry B.,7439,"Landry B., 2001, The Cosmopterigidae (Lepidoptera) of the Galápagos Islands, Ecuador. vol 108 issue 3 pages 513–539","The Cosmopterigidae (Lepidoptera) of the Galápagos Islands, Ecuador.",2001,,,https://www.biodiversitylibrary.org/page/41185331,
Forbes W. T. M.,7440,"Forbes W. T. M., 1931, Supplementary report on the Heterocera or moths of Porto Rico. – In: Scientific survey of Porto Rico and the Virgin Islands, 12 (Supplement). Insects of Porto Rico and the Virgin Islands. vol 15 issue  pages 339–393","Supplementary report on the Heterocera or moths of Porto Rico. – In: Scientific survey of Porto Rico and the Virgin Islands, 12 (Supplement). Insects of Porto Rico and the Virgin Islands.",1931,,,,
Mariani M.,7441,"Mariani M., 1932, Nota preventiva sulle Cosmopteryx [sic] d'Europa. Descrizione di une nuova specie e di tre nuove forme della Sicilia. vol 14 issue  pages 31–43",Nota preventiva sulle Cosmopteryx [sic] d'Europa. Descrizione di une nuova specie e di tre nuove forme della Sicilia.,1932,,,,
Agenjo R.,7442,"Agenjo R., 1981, Cosmopterix dalii, nueva especie española de Cosmopterigidae, descubierta en el ""Bosque del Marques"", de Alella, provincie de Barcelona. vol 10 issue 20 pages 49–54","Cosmopterix dalii, nueva especie española de Cosmopterigidae, descubierta en el ""Bosque del Marques"", de Alella, provincie de Barcelona.",1981,,,,
Riedl T.,7443,"Riedl T., 1976, Sur quelques Momphidae (s.l.) d'Afrique du Nord (Lep. Gelechioidea). vol 12 issue  pages 187–197",Sur quelques Momphidae (s.l.) d'Afrique du Nord (Lep. Gelechioidea).,1976,,,,
Chrétien P.,7444,"Chrétien P., 1907a, Description de nouvelles espèces de Lépidoptères d'Algérie. vol 1907 issue  pages 305–308",Description de nouvelles espèces de Lépidoptères d'Algérie.,1907,,,https://www.biodiversitylibrary.org/page/10169583,
"Hatting J. L., Brand J. & Thiebaut N. M.",7445,"Hatting J. L., Brand J. & Thiebaut N. M., 2013, Control of the Clearwing Moth, Monopetalotaxis candescens (Lepidoptera: Sesiidae), on Cultivated ‘Rooibos’, Aspalathus linearis (Fabaceae), in South Africa. vol 21 issue 2 pages 294–303","Control of the Clearwing Moth, Monopetalotaxis candescens (Lepidoptera: Sesiidae), on Cultivated ‘Rooibos’, Aspalathus linearis (Fabaceae), in South Africa.",2013,,,,
Bhattacherjee N. S. & Gupta S. L.,7446,"Bhattacherjee N. S. & Gupta S. L., 1972, A new species of Heliothis Ochsenheimer (Noctuidae, Lepidoptera) infesting cotton and tur (Cajanus indicus) in India with observations on the three other common species of the genus. vol 6 issue 2 pages 147–151","A new species of Heliothis Ochsenheimer (Noctuidae, Lepidoptera) infesting cotton and tur (Cajanus indicus) in India with observations on the three other common species of the genus.",1972,,,,
Stauder H.,7447,"Stauder H., 1923, Neue illyro-adriatische Lepidopteren-Formen (Noctuidae). vol 3 issue 4 pages 43–44",Neue illyro-adriatische Lepidopteren-Formen (Noctuidae).,1923,,,http://www.zobodat.at/pdf/EntAnz_3_0043-0044.pdf,
Fernández A.,7448,"Fernández A., 1928, Mariposas nuevas de España y América. vol 2 issue 5 pages 204–218, pl. 1",Mariposas nuevas de España y América.,1928,,,,
Albers T. & Diehl F.,7449,"Albers T. & Diehl F., 1938, Beitrag zur Verbreitung von Chloridea dipsacea L. und maritima Grasl. vol 55 issue 40 pages 461–465",Beitrag zur Verbreitung von Chloridea dipsacea L. und maritima Grasl.,1938,,,,
Guenée A. M.,7450,"Guenée A. M., 1841b, Noctuarum Europaearum. Index methodicus, classificationis in Ann. Soc. Entom. Gallic. editae tabulam fingens. vol 10 issue  pages 235–250","Noctuarum Europaearum. Index methodicus, classificationis in Ann. Soc. Entom. Gallic. editae tabulam fingens.",1841,,,https://www.biodiversitylibrary.org/page/8258034,
Roesler R.-U.,7451,"Roesler R.-U., 1968a, Das neue systematische Verzeichnis der deutschen Phycitinae (Lepidoptera, Pyralidae). vol 17 issue 1 pages 1–9; (2): 25–28","Das neue systematische Verzeichnis der deutschen Phycitinae (Lepidoptera, Pyralidae).",1968,,,https://www.biodiversitylibrary.org/page/29003564,
Haxaire J. & Melichar T.,7452,"Haxaire J. & Melichar T., 2007, Description d’un nouveau Sphingidae du genre Platysphinx Platysphinx zabolicus sp. n. (Lepidoptera, Sphingidae). vol 1 issue 1 pages 14–19","Description d’un nouveau Sphingidae du genre Platysphinx Platysphinx zabolicus sp. n. (Lepidoptera, Sphingidae).",2007,,,,
Herbulot C.,7453,"Herbulot C., 1992a, Sur le genre Pycnostega, avec description de nouvelles espèces. vol 9 issue 1 pages 3–14","Sur le genre Pycnostega, avec description de nouvelles espèces.",1992,,,,
Herbulot C.,7454,"Herbulot C., 1995b, Un nouveau Cleora du Cameroun. vol 25 issue  pages 70",Un nouveau Cleora du Cameroun.,1995,,,,
"Cho S., Mitchell A., Mitter Ch., Regier J., Matthews M. & Robertson R.",7455,"Cho S., Mitchell A., Mitter Ch., Regier J., Matthews M. & Robertson R., 2008, Molecular genetics of heliothine moths (Lepidoptera: Noctuidae: Heliothinae), with comments on the evolution of host range and pest status. vol 33 issue  pages 581–594","Molecular genetics of heliothine moths (Lepidoptera: Noctuidae: Heliothinae), with comments on the evolution of host range and pest status.",2008,,,,
"de Freina J. J., De Prins W. & De Prins J.",7456,"de Freina J. J., De Prins W. & De Prins J., 2016, On the nomenclature of Amata kuhlweinii (Lefèbvre, 1832) (Lepidoptera: Erebidae, Arctiinae, Syntomini). vol 37 issue 2–3 pages 82–84","On the nomenclature of Amata kuhlweinii (Lefèbvre, 1832) (Lepidoptera: Erebidae, Arctiinae, Syntomini).",2016,,,https://www.zobodat.at/pdf/NEVA_37_0082-0084.pdf,
Dvořák B.,7457,"Dvořák B., 2016, Verbreitung der Acherontiini-Genera im Lichte des Verpuppungsweise: Die Vertreter von Coelonia und Megacorma als Nichtwanderer (Lepidoptera: Sphingidae). vol 37 issue 2–3 pages 109–116",Verbreitung der Acherontiini-Genera im Lichte des Verpuppungsweise: Die Vertreter von Coelonia und Megacorma als Nichtwanderer (Lepidoptera: Sphingidae).,2016,,,,
Staude H. S.,7458,"Staude H. S., 2015, A comparison between two moth surveys in the farm Zandrivier 559, Lephalale, Limpopo, South Africa. vol 26 issue  pages 50–59","A comparison between two moth surveys in the farm Zandrivier 559, Lephalale, Limpopo, South Africa.",2015,,,,
Maclean M.,7459,"Maclean M., 2015, Observations on larval feeding of Sena prompta prompta (Walker, 1855) (Lasiocampidae), with evidence of possible aphytophagous behaviour and multiple host plant usage. vol 26 issue  pages 60–61","Observations on larval feeding of Sena prompta prompta (Walker, 1855) (Lasiocampidae), with evidence of possible aphytophagous behaviour and multiple host plant usage.",2015,,,,
Mey W.,7460,"Mey W., 2015b, Redescription of the ermine moth Yponomeuta africanus Stainton, 1860 (Lepidoptera: Yponomeutidae). vol 26 issue  pages 94–96","Redescription of the ermine moth Yponomeuta africanus Stainton, 1860 (Lepidoptera: Yponomeutidae).",2015,,,,
"Sohn J.-C., Regier J. C., Mitter C., Davis D., Landry J.-F., Zwick A. & Cummings M. P.",7461,"Sohn J.-C., Regier J. C., Mitter C., Davis D., Landry J.-F., Zwick A. & Cummings M. P., 2013, A molecular phylogeny for Yponomeutoidea (Insecta, Lepidoptera, Ditrysia) and its implications for classification, biogeography and the evolution of host plant use. vol 8 issue 1 pages 1–23","A molecular phylogeny for Yponomeutoidea (Insecta, Lepidoptera, Ditrysia) and its implications for classification, biogeography and the evolution of host plant use.",2013,,,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0055066,
Yakovlev R. V. & Witt T. J.,7462,"Yakovlev R. V. & Witt T. J., 2016b, Two new species of Afroarabiella Yakovlev, 2008 (Lepidoptera, Cossidae) from Sudan and Ethiopia. vol 240 issue  pages 1–8","Two new species of Afroarabiella Yakovlev, 2008 (Lepidoptera, Cossidae) from Sudan and Ethiopia.",2016,,,,
Geyer C.,7463,"Geyer C., 1837a, Zuträge zur Sammlung Exotischer Schmetterlinge, bestehend in Bekanntmachung einzelner Geschlechter neuer oder seltener Nichteuropäischer Arten. (Fortsetzung des Hübner'schen Werkes). Fünftes Hundert. vol 5 issue  pages 1–52, figs 401–500","Zuträge zur Sammlung Exotischer Schmetterlinge, bestehend in Bekanntmachung einzelner Geschlechter neuer oder seltener Nichteuropäischer Arten. (Fortsetzung des Hübner'schen Werkes). Fünftes Hundert.",1837,,,https://www.biodiversitylibrary.org/page/12723758,
Bryk F.,7464,"Bryk F., 1913c, Drei neue aethiopische Gattungen von zwei unbekannten Notodontiden und einer unbekannte Pyralide im Berliner Zoologischen Museum. vol 28 issue 23 pages 100–102",Drei neue aethiopische Gattungen von zwei unbekannten Notodontiden und einer unbekannte Pyralide im Berliner Zoologischen Museum.,1913,,,https://www.biodiversitylibrary.org/page/33055907,
Higgins L. G.,7465,"Higgins L. G., 1963, Dates of publication of the Novara Reise. vol 4 issue 3 pages 153–159",Dates of publication of the Novara Reise.,1963,,,,
Han H. L. & Kononenko V. S.,7466,"Han H. L. & Kononenko V. S., 2012, Replacement names for two species of Noctuidae (Lepidoptera). vol 3573 issue  pages 66–68",Replacement names for two species of Noctuidae (Lepidoptera).,2012,,,,
Bouyer Th.,7467,"Bouyer Th., 2014b, Description d'une nouvelle espèce de Phiala Wallengren, 1860 (Lepidoptera, Eupterotidae). vol 19 issue 2 pages 15–17","Description d'une nouvelle espèce de Phiala Wallengren, 1860 (Lepidoptera, Eupterotidae).",2014,,,,
Eitschberger U. & Müller G.,7468,"Eitschberger U. & Müller G., 2014a, Zur Kenntnis von Hippotion psammochroma Basquin, 1989 (Lepidoptera, Sphingidae). vol 69 issue  pages 163–189","Zur Kenntnis von Hippotion psammochroma Basquin, 1989 (Lepidoptera, Sphingidae).",2014,,,https://www.zobodat.at/pdf/Neue-Entomologische-Nachrichten_69_0163-0189.pdf,
Eitschberger U. & Ströhle M.,7469,"Eitschberger U. & Ströhle M., 2014, Beitrag zur Kenntnis von Lophostethus negus Jordan, 1926 (Lepidoptera, Sphingidae). vol 69 issue  pages 59–70","Beitrag zur Kenntnis von Lophostethus negus Jordan, 1926 (Lepidoptera, Sphingidae).",2014,,,https://www.zobodat.at/pdf/Neue-Entomologische-Nachrichten_69_0059-0070.pdf,
Kopij G.,7470,"Kopij G., 2014, Lepidoptera fauna of Namibia. I. Seasonal distribution of moths of the Koakoland (Mopane) Savanna in Ogongo, northern Namibia. vol 57 issue 2 pages 117–129","Lepidoptera fauna of Namibia. I. Seasonal distribution of moths of the Koakoland (Mopane) Savanna in Ogongo, northern Namibia.",2014,,,,
"Lienard M. A., Wang H. L., Lassance J. M. & Lofstedt C.",7471,"Lienard M. A., Wang H. L., Lassance J. M. & Lofstedt C., 2014, Sex pheromone biosynthetic pathways are conserved between moths and the butterfly Bicyclus anynana. vol 5 issue 3957 pages 1–12",Sex pheromone biosynthetic pathways are conserved between moths and the butterfly Bicyclus anynana.,2014,,,,
Razowski J.,7473,"Razowski J., 2014c, Tortricidae from the Tervuren Museum, 6: Clepsis Guenée, 1845 and Orilesa Razowski, 2006 (Lepidoptera: Tortricidae). vol 42 issue 168 pages 619–631","Tortricidae from the Tervuren Museum, 6: Clepsis Guenée, 1845 and Orilesa Razowski, 2006 (Lepidoptera: Tortricidae).",2014,,,https://www.redalyc.org/articulo.oa?id=45540983009,
Sircoulomb G.,7474,"Sircoulomb G., 2014, Les Geometridae du Parc national de Dzanga Ndoki (R.C.A.): suite de l'inventaire et description d'une nouvelle espèce de Cleora Curtis, 1825 (Lepidoptera) (2e contribution). vol 19 issue 1 pages 26–32","Les Geometridae du Parc national de Dzanga Ndoki (R.C.A.): suite de l'inventaire et description d'une nouvelle espèce de Cleora Curtis, 1825 (Lepidoptera) (2e contribution).",2014,,,,
"Akite P., Telford R. J., Waring P., Akol A. M. & Vandvik V.",7475,"Akite P., Telford R. J., Waring P., Akol A. M. & Vandvik V., 2015, Temporal patterns in Saturniidae (silk moth) and Sphingidae (hawk moth) assemblages in protected forests of central Uganda. vol 5 issue 8 pages 1746–1757",Temporal patterns in Saturniidae (silk moth) and Sphingidae (hawk moth) assemblages in protected forests of central Uganda.,2015,,,,
"Bouwer M. C., Slippers B., Degefu D., Wingfield M. J., Lawson S. & Rohwer E. R.",7476,"Bouwer M. C., Slippers B., Degefu D., Wingfield M. J., Lawson S. & Rohwer E. R., 2015, Identification of the sex pheromone of the tree infesting cossid moth Coryphodema tristis (Lepidoptera: Cossidae). vol 10 issue 3 pages ",Identification of the sex pheromone of the tree infesting cossid moth Coryphodema tristis (Lepidoptera: Cossidae).,2015,,,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0118575,
Heppner J. B. & Bae Y.-S.,7477,"Heppner J. B. & Bae Y.-S., 2015, Compsocommosis new genus, with a new species in Vietnam, and transfer of Mictocommosis to Archipini (Lepidoptera: Tortricidae: Tortricini: Archipini). vol 3999 issue 1 pages 144–150","Compsocommosis new genus, with a new species in Vietnam, and transfer of Mictocommosis to Archipini (Lepidoptera: Tortricidae: Tortricini: Archipini).",2015,,,,
Leraut P.,7478,"Leraut P., 2015, Nouveau Pyralinae d'Inde, d'Afrique et de Madagascar (Lepidoptera, Pyraloidea, Pyralidae). vol 120 issue 1 pages 37–52","Nouveau Pyralinae d'Inde, d'Afrique et de Madagascar (Lepidoptera, Pyraloidea, Pyralidae).",2015,,,https://www.persee.fr/doc/bsef_0037-928x_2015_num_120_1_2203,
"Sihvonen P., Mutanen M., Kaila L., Brehm G., Hausmann A. & Staude H.",7479,"Sihvonen P., Mutanen M., Kaila L., Brehm G., Hausmann A. & Staude H., 2011, Comprehensive molecular sampling yields a robust phylogeny for geometrid moths (Lepidoptera: Geometridae). vol 6 issue 6 pages 1–11",Comprehensive molecular sampling yields a robust phylogeny for geometrid moths (Lepidoptera: Geometridae).,2011,,,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0020356,
Yakovlev R. V.,7480,"Yakovlev R. V., 2014c, Cossidae (Lepidoptera) of Zambia. vol 10 issue 4 pages 724–728",Cossidae (Lepidoptera) of Zambia.,2014,,,https://checklist.pensoft.net/article/18973/,
Gaedike R.,7481,"Gaedike R., 2016, New and poorly known Acrolepiinae from the Palaearctic, Afrotropical, Neotropical and Oriental regions (Lepidoptera: Glyphipterigidae). vol 66 issue 2 pages 257–264","New and poorly known Acrolepiinae from the Palaearctic, Afrotropical, Neotropical and Oriental regions (Lepidoptera: Glyphipterigidae).",2016,,,,
Gaedike R.,7482,"Gaedike R., 1970, Revision der paläarktischen Acrolepiidae (Lepidoptera). vol 38 issue  pages 1–54",Revision der paläarktischen Acrolepiidae (Lepidoptera).,1970,,,,
Gibeaux C.,7483,"Gibeaux C., 1989, Note homonimique dans le genre Acrolepia Curtis (Lep. Yponomeutidae). vol 6 issue 1 pages 36",Note homonimique dans le genre Acrolepia Curtis (Lep. Yponomeutidae).,1989,,,,
Geertsema H.,7484,"Geertsema H., 2016, Madagascan 'wild' silk. vol 40 issue 4 pages 156",Madagascan 'wild' silk.,2016,,,,
Beck K.-R. & Karisch T.,7485,"Beck K.-R. & Karisch T., 2016, Ein weiterer Beitrag zur Kenntnis der Gattung Mesothisa Warren, 1905 (Lepidoptera, Geometridae, Ennominae). vol 116 issue 2 pages 100–104","Ein weiterer Beitrag zur Kenntnis der Gattung Mesothisa Warren, 1905 (Lepidoptera, Geometridae, Ennominae).",2016,,,,
Bouyer Th.,7486,"Bouyer Th., 2016, Description de nouvelles espèces de Polyptychus Hübner, 1919 [sic] du ""complexe nigriplaga"" (Lepidoptera, Sphingidae, Smerinthinae). vol 116 issue 3 pages 210–224","Description de nouvelles espèces de Polyptychus Hübner, 1919 [sic] du ""complexe nigriplaga"" (Lepidoptera, Sphingidae, Smerinthinae).",2016,,,,
Darge Ph.,7487,"Darge Ph., 1990e, Trois nouvelles espèces du groupe de Polyptychus nigriplagus R. & J. (Lepidoptera, Sphingidae). vol 65 issue  pages 8–10","Trois nouvelles espèces du groupe de Polyptychus nigriplagus R. & J. (Lepidoptera, Sphingidae).",1990,,,,
Kitching I. J.,7488,"Kitching I. J., 2016, A new species of Polyptychus Hübner, [1819] from Cuanza Sul, Angola (Lepidoptera, Sphingidae). vol 21 issue 2 pages 19–28","A new species of Polyptychus Hübner, [1819] from Cuanza Sul, Angola (Lepidoptera, Sphingidae).",2016,,,,
Gielis C. & Bippus M.,7489,"Gielis C. & Bippus M., 2016, On the identity and early stages of Choreutis aegyptiaca from Réunion Island (Lepidoptera, Choreutidae). vol 76 issue 6 pages 206–208","On the identity and early stages of Choreutis aegyptiaca from Réunion Island (Lepidoptera, Choreutidae).",2016,,,,
Geertsema H.,7490,"Geertsema H., 1964, The Keurboom moth Leto venus Stoll Order: Lepidoptera (Hepialidae). vol 5 issue  pages 55–59",The Keurboom moth Leto venus Stoll Order: Lepidoptera (Hepialidae).,1964,,,,
Herbulot C.,7559,"Herbulot C., 1997c, Un nouveau Rhodometra d'Ethiopie (Lepidoptera Geometridae). vol 27 issue 10–12 pages 50",Un nouveau Rhodometra d'Ethiopie (Lepidoptera Geometridae).,1997,,,,
Van den Berg M. A.,7491,"Van den Berg M. A., 1974a, Natural enemies and diseases of the forest insect Nudarelia cytheria clarki Geertsema (Lepidoptera: Saturniidae) vol 6 issue 1 pages 39–44",Natural enemies and diseases of the forest insect Nudarelia cytheria clarki Geertsema (Lepidoptera: Saturniidae),1974,,,http://journals.co.za/docserver/fulltext/phyto/6/1/362.pdf?expires=1483083402&id=id&accname=guest&checksum=1A92A8888166A7B52FE56D43555318EF,
Van den Berg M. A.,7492,"Van den Berg M. A., 1974c, Flight activity, dispersion and longevity of adults of Nudaurelia cytherea clarki Geertsema (Lepidoptera: Saturniidae). vol 37 issue 1 pages 67–71","Flight activity, dispersion and longevity of adults of Nudaurelia cytherea clarki Geertsema (Lepidoptera: Saturniidae).",1974,,,http://journals.co.za/docserver/fulltext/JESSA/37/1/2839.pdf?expires=1483083636&id=id&accname=guest&checksum=177D1C4A3D7D6033627665B9BFB9E82C,
Kluge R. L. & Claassens M.,7493,"Kluge R. L. & Claassens M., 1990, Klugeana philoxalis Geertsema (Noctuidae: Cuculliinae), the first potential biological control agent for the weed Oxalis pes-caprae L. vol 53 issue 2 pages 191–198","Klugeana philoxalis Geertsema (Noctuidae: Cuculliinae), the first potential biological control agent for the weed Oxalis pes-caprae L.",1990,,,http://journals.co.za/docserver/fulltext/JESSA/53/2/3547.pdf?expires=1483083842&id=id&accname=guest&checksum=985B316E3E482C133ED78230D0D9B0E0,
Geertsema H.,7494,"Geertsema H., 2002, An overview of the African flannel moths (Somabrachyidae) (Zygaenoidea : Lepidoptera), including their putative relationships. vol 10 issue 2 pages 285–295","An overview of the African flannel moths (Somabrachyidae) (Zygaenoidea : Lepidoptera), including their putative relationships.",2002,,,,
Geertsema H.,7495,"Geertsema H., 1975,  The external genitalia of a gynandromorph of Nudaurelia cytherea cytherea (Fabr.) (Lepidoptera: Saturniidae) vol 38 issue 2 pages 185–188", The external genitalia of a gynandromorph of Nudaurelia cytherea cytherea (Fabr.) (Lepidoptera: Saturniidae),1975,,,http://journals.co.za/docserver/fulltext/JESSA/38/2/3643.pdf?expires=1483084591&id=id&accname=guest&checksum=3F3EDA702FE12D9E220F184465C1EDC8,
Geertsema H.,7496,"Geertsema H., 2004, Micropyle and chorion structure of the eggs of some South African hepialoid moths (Lepidoptera: Prototheoridae: Hepialidae): short communication. vol 12 issue 1 pages 147–153",Micropyle and chorion structure of the eggs of some South African hepialoid moths (Lepidoptera: Prototheoridae: Hepialidae): short communication.,2004,,,,
Geertsema H.,7497,"Geertsema H., 1990b, First record of the Oriental fruit moth, Cydia moksta (Lepidoptera: Tortricidae: Oleuthreutinae), a serious pest of peaches, in South Africa. vol 22 issue 3 pages 355–357","First record of the Oriental fruit moth, Cydia moksta (Lepidoptera: Tortricidae: Oleuthreutinae), a serious pest of peaches, in South Africa.",1990,,,http://journals.co.za/docserver/fulltext/phyto/22/3/1456.pdf?expires=1483085220&id=id&accname=guest&checksum=D74E1362846B928869312869693B0798,
Bippus M.,7498,"Bippus M., 2016c, Praeacedes atomosella (Walker, 1863) and Phereoeca praecox Gozmány & Vári, 1973 - two case-bearing moths new to the fauna of La Réunion (Lepidoptera: Tineidae). vol 66 issue 2 pages 159–163","Praeacedes atomosella (Walker, 1863) and Phereoeca praecox Gozmány & Vári, 1973 - two case-bearing moths new to the fauna of La Réunion (Lepidoptera: Tineidae).",2016,,,,
Bippus M.,7499,"Bippus M., 2016d, New or poorly known Microlepidoptera from the Mascarenes (Lepidoptera: Autostichidae, Bedellidae, Batrachedridae, Carposinidae, Epermeniidae, Gelechiidae, Tineidae, Tortricidae). vol 66 issue 2 pages 347–370","New or poorly known Microlepidoptera from the Mascarenes (Lepidoptera: Autostichidae, Bedellidae, Batrachedridae, Carposinidae, Epermeniidae, Gelechiidae, Tineidae, Tortricidae).",2016,,,https://www.zobodat.at/pdf/Beitraege-zur-Entomologie_66_0347-0370.pdf,
Bippus M.,7500,"Bippus M., 2016b, Corrections and Additons on Lepidoptera from the Seychelles and the Mascarenes. vol 27 issue 7 pages 80–82",Corrections and Additons on Lepidoptera from the Seychelles and the Mascarenes.,2016,,,,
Bippus M.,7501,"Bippus M., 2016a, Notes on Lepidoptera from the Seychelles. vol 24 issue 1 pages 35–71",Notes on Lepidoptera from the Seychelles.,2016,,,,
Guillermet C.,7502,"Guillermet C., 2016b, Les Hétérocères, ou papillons de nuit, de l'île de La Réunion. Complément au volumes précédents Damilles des Gracillariidae, Oecophoridae, Cosmopterigidae, Gelechiidae, Tortricidae, Carposinidae, Pyralidae, Crambidae, Geometridae, Erebidae, Noctuidae. vol 5 issue  pages 1–158, pls 1–4","Les Hétérocères, ou papillons de nuit, de l'île de La Réunion. Complément au volumes précédents Damilles des Gracillariidae, Oecophoridae, Cosmopterigidae, Gelechiidae, Tortricidae, Carposinidae, Pyralidae, Crambidae, Geometridae, Erebidae, Noctuidae.",2016,,,,
Holloway J. D.,7503,"Holloway J. D., 2005, The Moths of Borneo.  Family Noctuidae, subfamily Catocalinae. vol 58 issue 1–4 pages 1–529, pls 1–28","The Moths of Borneo.  Family Noctuidae, subfamily Catocalinae.",2005,,,https://www.mothsofborneo.com/part-15-16/foreword.php,
Sevastopulo D. G.,7504,"Sevastopulo D. G., 1978, A list of the food plants of East African Macrolepidoptera. Part 3. Botanical list (Alphabetically arranged). vol 37 issue 318 pages 147–172",A list of the food plants of East African Macrolepidoptera. Part 3. Botanical list (Alphabetically arranged).,1978,,,https://www.biodiversitylibrary.org/page/46953204,
Sevastopulo D. G.,7505,"Sevastopulo D. G., 1977, A list of the food plants of East African Macrolepidoptera. Part 2. Moths (Heterocera). vol 36 issue 314 pages 45–50",A list of the food plants of East African Macrolepidoptera. Part 2. Moths (Heterocera).,1977,,,https://www.biodiversitylibrary.org/page/46784980,
Sevastopulo D. G.,7506,"Sevastopulo D. G., 1976, A list of the food plants of East African Macrolepidoptera. Part 2. Moths (Heterocera). vol 35 issue 311 pages 94–100; (313) 177–195",A list of the food plants of East African Macrolepidoptera. Part 2. Moths (Heterocera).,1976,,,https://www.biodiversitylibrary.org/page/46810125,
Guillermet C.,7507,"Guillermet C., 2013, Contribution à l'étude des Hétérocères de l'île de La Réunion : Description de 6 nouvelles espèces de Cosmopterigidae, Gelechiidae, Tortricidae et Erebidae. vol 69 issue 6 pages 357–368","Contribution à l'étude des Hétérocères de l'île de La Réunion : Description de 6 nouvelles espèces de Cosmopterigidae, Gelechiidae, Tortricidae et Erebidae.",2013,,,,
Guillermet C.,7508,"Guillermet C., 2016a, Contribution à l'étude des Hétérocères de l'île de La Réunion : Description de 2 nouvelles espèces de Cosmopterigidae et Crambidae. vol 72 issue 5 pages 301–306",Contribution à l'étude des Hétérocères de l'île de La Réunion : Description de 2 nouvelles espèces de Cosmopterigidae et Crambidae.,2016,,,,
Bucsek K.,7509,"Bucsek K., 2017, Contribution to the study of the genus Brunia Moore, 1878 (Erebidae, Arctiinae, Lithosiini). vol 38 issue 8 pages 141–176","Contribution to the study of the genus Brunia Moore, 1878 (Erebidae, Arctiinae, Lithosiini).",2017,,,https://www.zobodat.at/pdf/ENT_0038_0141-0176.pdf,
Bouyer Th.,7510,"Bouyer Th., 1997a, Description d'une nouvelle espèce de Saturniidae africain, Holocerina rougeoti n. sp., (Lepidoptera). vol 2 issue 1 pages 2–4","Description d'une nouvelle espèce de Saturniidae africain, Holocerina rougeoti n. sp., (Lepidoptera).",1997,,,,
Darge Ph.,7511,"Darge Ph., 1986b, Note sur les Saturmiidae africains du genre Holocerina Pinhey, avec description d'une espèce nouvelle : holocerina basquini. vol 50 issue  pages 26–28","Note sur les Saturmiidae africains du genre Holocerina Pinhey, avec description d'une espèce nouvelle : holocerina basquini.",1986,,,,
