taxonID,relatedTaxonID,relatedTaxonScientificName,type,referenceID,remarks
S185050080,,Ehretia sp. ,has host,8018,
S185050100,,Pavonia columella Cav.,has host,2056,
S185050110,,Lobostemon glaucophyllus Buek.,has host,2056,
S185050120,,Ehretia rigida (Thunb.) Druce,has host,2056,
S185050130,,Anchusa azurea Mill.,has host,9622,
S185050130,,Borago sp. ,has host,9622,
S185050130,,Cynoglossum australe R. Br.,has host,9623,
S185050130,,Cynoglossum creticum Mill.,has host,9624,
S185050130,,Cynoglossum sp. ,has host,3617,
S185050130,,Echium aculeatum Poir.,has host,9625,
S185050130,,Echium plantagineum L.,has host,9623,
S185050130,,Echium vulgare L.,has host,9623,
S185050130,,Myosotis sp. ,has host,8340,
S185050130,,Symphytum sp. ,has host,3617,
S185050150,,Combretum zeyheri Sond.,has host,10384,
S185050150,,Melhania acuminata Mast.,has host,10384,
S185050150,,Syzygium guineense (Willd.) DC.,has host,10384,
S185050150,,Terminalia sericea Burch. ex DC.,has host,10384,
S185060010,,Achras sapota L.,has host,5554,
S185060010,,Anacardium occidentale L.,has host,8020,
S185060010,,Apanteles sp. ,has parasite,8009,
S185060010,,Chelonus sp. ,has parasite,8009,
S185060010,,Madhuca latifolia (Roxb.) McBride,has host,2876,
S185060010,,Semecarpus anacardium L.,has host,273,
S185060010,,Trathala sp. ,has parasite,8009,
S185060020,,Anacardium occidentale L.,has host,8024,
S185060020,,Anacardium occidentale L.,has host,8327,
S185060020,,Mangifera indica L.,has host,8023,
S185065020,,Tabernaemontana crassa Benth.,has host,10267,
S185070010,,Deinbollia oblongifolia (Sond.) Radlk.,has host,2056,
S185080005,,Parinari curatellifolia Planch. ex Benth.,has host,10561,
S185080010,,Parinari capensis Harv.,has host,2081,
S185100010,,Caesalpinia pulcherrima (L.) Sweet,has host,3790,
S185100010,,Cajanus cajan (L.) Millsp.,has host,3790,
S185100010,,Canavalia sp. ,has host,3790,
S185100010,,"Crateulophus borboricus (Giard, 1903)",has parasite,7061,
S185100010,,Crotalaria juncea L.,has host,3790,
S185100010,,Desmodium incanum DC.,has host,8180,
S185100010,,Desmodium intortum (Miller) Urban.,has host,8180,
S185100010,,Glycine max (L.) Merr.,has host,3790,
S185100010,,Lablab purpureus (L.) Sweet,has host,8180,
S185100010,,Macroptilium atropurpureum (DC.) Urb.,has host,8180,
S185100010,,"Notanisomorphella borborica (Giard, 1903)",has parasite,7061,
S185100010,,Phaseolus lunatus L.,has host,3111,
S185100010,,Phaseolus lunatus L.,has host,8180,
S185100010,,Phaseolus sp. ,has host,3790,
S185100010,,Phaseolus vulgaris L.,has host,3111,
S185100010,,Phaseolus vulgaris L.,has host,8180,
S185100010,,Plumbago zeylanica Z.,has host,8180,
S185100010,,"Schizocharis combretae (Risbec, 1951)",has parasite,7061,
S185100010,,Vigna sp. ,has host,7061,
S185100020,,Dolichos trilobus L.,has host,2056,
S185100020,,Vigna sp. ,has host,2056,
S185100025,,Tephrosia rhodesica Baker f.,has host,10561,
S185100030,,Craibia brevicaudata (Vatke) Dunn.,has host,2056,
S185110010,,Maerua racemulosa (DC.) Gilg & Ben.,has host,2056,
S185120050,,Sclerocarya birrea (A. Rich) Hochst.,has host,8180,
S185120050,,Sclerocarya caffra Sond.,has host,2056,
S185120060,,Mangifera indica L.,has host,2081,
S185130010,,Jasminum sambac (L.) Aiton,has host,1211,
S185130010,,Urena lobata L.,has host,1468,
S185130015,,Syzygium cordatum Hochst. ex Krauss,has host,10561,
S185130030,,Pavonia columella Cav.,has host,2056,
S185130040,,Achyranthes aspera L.,has host,1468,
S185230020,,Aster ageratoides Turcz. var. ovatus Nakai,has host,2065,
S185230030,,Lantana camara L.,has host,2070,
S185230040,,Lantana camara L.,has host,868,
S185230040,,Lantana rugosa Thunb.,has host,284,
S185230040,,Lippia asperifolia Rich.,has host,284,
S185230040,,Lippia javanica (Burm.) Spreng,has host,868,
S185230050,,Agonis flexuosa (Willd.) Sweet,has host,879,
S185230050,,Leptospermum laevigatum (J. Gaertn.) F. Muell.,has host,879,
S185230050,,Leptospermum laevigatum (J. Gaertn.) F. Muell.,has host,2069,
S185240020,,Salix babylonica L.,has host,2056,
S185250010,,Bauhinia sp. ,has host,1903,
S185250020,,Bauhinia monandra Kurz,has host,8180,
S185250020,,Bauhinia sp. ,has host,,
S185260020,,Rhododendron indicum (L.) Sweet,has host,2073,
S185260030,,Rhynchosia caribaea DC.,has host,2056,
S185260030,,Rhynchosia minima (L.) DC.,has host,10561,
S185260040,,Celtis africana Burm. f.,has host,2056,
S185260080,,Searsia pyroides (Burch.) Moffett,has host,10561,
S185260090,,Vigna unguiculata (L.) Walp.,has host,284,
S185260180,,Pseudospondias microcarpa Engl.,has host,7,
S185260215,,"Afrotroppopsis risbecki Gumovsky, 2007",has parasite,5807,
S185260215,,Cremaspora triflora (Thonn.) K.Schum.,has host,5807,
S185260215,,"Zaommomentedon newbyi (Kerrich, 1969)",has parasite,5807,
S185260220,,Sclerocroton integerrimus Hochst.,has host,10384,
S185260220,,Shirakiopsis elliptica (Hochst.) Esser,has host,140,
S185260270,,Cajanus cajan (L.) Millsp.,has host,2055,
S185260270,,Rhynchosia caribaea DC.,has host,2075,
S185260270,,Vigna unguiculata (L.) Walp.,has host,2055,
S185260310,,Searsia lucida (L.) F. A. Barkley,has host,2056,
S185260320,,Shirakiopsis elliptica (Hochst.) Esser,has host,2056,
S185260350,,Vigna angularis (Willd.) Ohwi & H. Ohashi,has host,8011,
S185260370,,Searsia pallens (Eckl. & Zeyh.) Moffett,has host,8289,
S185260410,,Volkameria glabra (E.Mey.) Mabb. & Y.W.Yuan,has host,2056,
S185260420,,Monanthotaxis sp. ,has host,2056,
S185260420,,Popowia sp. ,has host,2056,
S185260440,,Searsia longipes (Engl.) Moffett,has host,8233,
S185290030,,Sclerochiton harveyanus Nees,has host,2056,
S185290035,,Spirostachys africana Sond.,has host,10561,
S185320010,,Syzygium aqueum (Burm. f.) Alston,has host,2077,
S185320010,,Syzygium cumini (L.) Skeels,has host,2055,
S185320010,,Syzygium cumini (L.) Skeels,has host,8180,
S185320010,,Syzygium jambos (L.) Alston,has host,1903,
S185320010,,Syzygium jambos (L.) Alston,has host,8180,
S185320010,,Syzygium semarangense (Blume) Merr. & L. M. Perry,has host,2077,
S185320040,,Syzygium cordatum Hochst. ex Krauss,has host,10561,
S185330010,,Coddia rudis (E. Mey. ex Harv.) Verdc.,has host,2056,
S185410010,,Euclea crispa (Thunb.) Gürke,has host,2056,
S185420020,,Diospyros lycioides Desf.,has host,2056,
S185420020,,Diospyros pallens (Thunb.) F. White,has host,2081,
S185420040,,Diospyros lycioides Desf.,has host,2056,
S185510010,,Peltophorum africanum Sond.,has host,10561,
S185510030,,Bauhinia sp. ,has host,2067,
S185510030,,Bauhinia variegata L.,has host,3073,
S185520010,,Berchemia discolor Hemsl.,has host,2056,
S185520020,,Combretum apiculatum Sond.,has host,2056,
S185520030,,"Schizocharis combretae (Risbec, 1951)",has parasite,7061,
S185520030,,Sorghum sp. ,has host,2079,
S185530010,,Coddia rudis (E. Mey. ex Harv.) Verdc.,has host,2056,
S185530010,,Schotia brachypetala Sond.,has host,10561,
S185530030,,Ochna pretoriensis E. Phillips,has host,10561,
S185530030,,Ochna pulchra Hook f.,has host,2056,
S185540010,,Diospyros natalensis (Harv.) F. White,has host,2056,
S185540040,,Euclea divinorum Hiern.,has host,10561,
S185550010,,Bridelia micrantha (Hochst.) Baill.,has host,2056,
S185550020,,Bridelia sp. ,has host,2056,
S185590010,,Tephrosia polystachya E. Mey.,has host,2056,
S185600010,,Carissa sp. ,has host,2081,
S185600010,,Ficus ingens Miq.,has host,2056,
S185610020,,Vachellia karroo (Hayne) Banfi & Galasso,has host,5183,
S185650010,,Albizia gummifera (Gmel.) C. A. Smith.,has host,2056,
S185660010,,Ekebergia capensis Sparrm.,has host,10561,
S185660010,,Ekebergia sp. ,has host,2056,
S185670010,,Xanthosoma sagittifolium K. Koch,has host,,
S185670020,,Croton sylvaticus Hochst.,has host,2056,
S185670030,,Croton subgratissimus Prain,has host,2056,
S185670040,,Pouzolzia mixta Solms,has host,2056,
S185670040,,Ricinus communis L.,has host,2082,
S185670050,,Croton sylvaticus Hochst.,has host,2056,
S185670060,,Croton menyharthii Pax,has host,2056,
S185670070,,Dodonaea madagascariensis Radlk.,has host,2082,
S185670070,,Dodonaea viscosa Jacq.,has host,2056,
S185670070,,Dodonaea viscosa Jacq.,has host,2082,
S185670090,,Croton macrostachyus Hochst. ex A. Rich.,has host,2083,
S185670120,,Polygonum setosulum A. Rich.,has host,2056,
S185670130,,Croton gratissimus Burch.,has host,2056,
S185670140,,"Crateulophus borboricus (Giard, 1903)",has parasite,7061,
S185670140,,Jatropha curcas L.,has host,7,
S185670140,,Jatropha curcas L.,has host,5400,
S185670140,,Jatropha curcas L.,has host,5403,
S185670140,,Jatropha curcas L.,has host,5404,
S185670140,,Jatropha curcas L.,has host,8238,
S185670140,,Jatropha gossypifolia L.,has host,8180,
S185670150,,Trema orientalis (L.) Blume,has host,2056,
S185810010,,Coffea arabica L.,has host,7,
S185810010,,Coffea arabica L.,has host,230,
S185810010,,Coffea liberica W. Bull ex Hiern.,has host,230,
S185810010,,Coffea robusta Linden,has host,230,
S185810020,,Burchellia bubalina (Linn. F.) Sims,has host,2056,
S185810030,,Coffea sp. ,has host,167,
S185810030,,Coffea sp. ,has host,3614,
S185820010,,Impatiens sylvicola Burtt Davy & Greenway,has host,2056,
S185820020,,Carissa edulis Vahl,has host,2083,
S185820040,,Olea chrysophylla Lam.,has host,2090,
S185820050,,Pergularia daemia (Forssk.) Chiov.,has host,2056,
S185820060,,Dregea schimperi (Dec.) Bullock,has host,2083,
S185820070,,Tylophora cordata (Thunb.) Druce,has host,2056,
S185850005,,Protea rubropilosa Beard,has host,10561,
S185850010,,Senna didymobotrya (Fresen.) H. Irwin & Barneby,has host,7,
S185850020,,"Ageniaspis citricola Logvinovskaya, 1983",has parasite,6968,
S185850020,,"Cirrospilus cinctiventris Ferrière, 1936",has parasite,6968,
S185850020,,"Citrostichus phyllocnistoides (Narayanan, 1960)",has parasite,6968,
S185850020,,Citrus aurantium L.,has host,8348,
S185850020,,Citrus aurantium L.,has host,8349,
S185850020,,Citrus limetta Risso,has host,8349,
S185850020,,Citrus limon (L.) Burm.f.,has host,8349,
S185850020,,Citrus nobilis Lour.,has host,8349,
S185850020,,Citrus paradisi Macfad,has host,8349,
S185850020,,Citrus sinensis (L.) Osbeck,has host,8348,
S185850020,,Citrus sinensis (L.) Osbeck,has host,8349,
S185850020,,Citrus sp. ,has host,6968,
S185850020,,"Elasmus corbetti Ferrière, 1930",has parasite,10243,
S185850020,,Elasmus sp. ,has parasite,10243,
S185850020,,"Elasmus tischeriae Howard, 1885",has parasite,10243,
S185850020,,"Elasmus zehntneri Ferrière, 1929",has parasite,10243,
S185850020,,Euderus sp. ,has parasite,10243,
S185850020,,Jasminum sp. ,has host,3790,
S185850020,,Murraya sp. ,has host,3790,
S185850020,,"Notanisomorphella borborica (Giard, 1903)",has parasite,6968,
S185850020,,Platocharis coffeae (Ferrière),has parasite,6968,
S185850020,,Pongamia sp. ,has host,3790,
S185850025,,Faurea saligna Harv.,has host,10561,
S185850035,,Englerophytum magalismontanum (Sond.) T. D. Penn.,has host,10561,
S185850050,,Salix babylonica L.,has host,1211,
S185910020,,Hexalobus monopetalus (A. Rich.) Engl. & Diels,has host,398,
S185910035,,Melhania acuminata Mast.,has host,10561,
S185910060,,Dombeya torrida (J. F. Gmel.) Bamps,has host,4374,
S185940020,,Dalbergia hostilis Benth.,has host,4374,
S185940030,,Pterocarpus indicus Willd.,has host,289,
S185940030,,Pterocarpus indicus Willd.,has host,8351,
S185940030,,Pterocarpus indicus Willd.,has host,8352,
S185940030,,Pterocarpus javanicus (Miq.) Kuntze,has host,2055,
S185950020,,Crotalaria uncinella Lam.,has host,4374,
S185950040,,Urena lobata L.,has host,4374,
S185950070,,Grewia occidentalis L.,has host,2056,
S185950090,,Brachylaena discolor DC.,has host,2056,
S185950090,,Brachylaena rotundata S. Moore,has host,2056,
S185950120,,Dombeya rotundifolia (Hochst.) Harv.,has host,2056,
S185950130,,Dombeya rotundifolia (Hochst.) Harv.,has host,4374,
S185950190,,Grewia tiliifolia Vahl,has host,2056,
S185950190,,Grewia tristis K. Schum.,has host,4374,
S185950200,,Grewia villosa Willd.,has host,4374,
S185950210,,Grewia caffra Meisn.,has host,4374,
S185950210,,Grewia flava DC.,has host,4374,
S185950210,,Grewia flavescens Juss.,has host,2056,
S185950210,,Grewia hexamita Burret,has host,2056,
S185950210,,Grewia monticola Sond.,has host,4374,
S185950210,,Grewia tiliifolia Vahl,has host,4374,
S185950210,,Grewia villosa Willd.,has host,4374,
S185950220,,Abutilon mauritianum (Jacq.) Medik.,has host,4374,
S185950220,,Brachylaena sp. ,has host,4374,
S185950220,,Hibiscus calyphyllus Cav.,has host,2056,
S185950220,,Hibiscus lunarifolius Willd.,has host,4374,
S185950220,,Pavonia sp. ,has host,4374,
S185950230,,Hibiscus calyphyllus Cav.,has host,4374,
S185950240,,Ipomoea bracteata Cav.,has host,4374,
S185950260,,Lantana rugosa Thunb.,has host,2056,
S185950260,,Lantana sp. ,has host,2056,
S185950270,,Sida rhombifolia L.,has host,4374,
S185950270,,Sida rhombifolia L.,has host,8180,
S185950270,,Solanum sp. ,has host,1211,
S185950290,,Dombeya emarginata A. E. Bruce,has host,230,
S185950300,,Dombeya sp. ,has host,2085,
S185950300,,Dombeya spectabilis Cordem.,has host,1211,
S185950300,,Entedon sp. ,has parasite,1211,
S185950320,,Flemingia grahamiana Wight & Arn.,has host,2056,
S185950320,,Rhynchosia caribaea DC.,has host,2056,
S185950320,,Vigna sp. ,has host,2056,
S185950330,,Melhania velutina Forsk.,has host,2056,
S185950370,,Ocimum gratissimum L.,has host,4374,
S185950370,,Ocimum suave Willd.,has host,4374,
S185950390,,Pavonia burchellii (DC.) R. A. Dyer,has host,2056,
S185950390,,Pavonia praemorsa Willd.,has host,2056,
S185950400,,Grewia flavescens Juss.,has host,10561,
S185950410,,Eriosema psoraleoides Don,has host,2056,
S185950410,,Rhynchosia confusa Burtt Davy,has host,2056,
S185950410,,Rhynchosia nitens Benth.,has host,2056,
S185950430,,Dombeya acutangula Cav.,has host,4374,
S185950430,,Ruizia cordata Cav.,has host,4374,
S185950460,,Dombeya acutangula Cav.,has host,4374,
S185950460,,Dombeya mauritiana F. Friedmann,has host,8354,
S185950460,,Trochetia blackburniana Boj.,has host,4374,
S185950460,,Trochetia boutoniana F. Friedmann,has host,8354,
S185950460,,Trochetia parviflora Bojer ex Baker,has host,8354,
S185950490,,Triumfetta cordifolia A. Rich.,has host,4374,
S185980010,,Desmodium adscendens DC.,has host,4374,
S185980020,,Vigna luteola (Jacq.) Benth.,has host,4374,
S185980030,,Glycine max (L.) Merr.,has host,2083,
S185980030,,Vigna sp. ,has host,2056,
S185980040,,Teramnus labialis (L. f.) Spreng.,has host,2056,
S185980040,,Teramnus sp. ,has host,2056,
S185980040,,Vigna luteola (Jacq.) Benth.,has host,2056,
S185980040,,Vigna sp. ,has host,2056,
S190035010,,Cassine aethiopica Thunbg.,has host,8097,
S190040010,,Maytenus sp. ,has host,8097,
S190060010,,Dovyalis longispina (Harv.) Warb.,has host,8097,
S190080010,,Hevea brasiliensis Müll. Arg.,has host,4450,
S190180010,,Gymnosporia harveyana Loes.,has host,8097,
S190180010,,Maytenus mossambicensis (Klotzsch) Blakelock,has host,8097,
S190180010,,Maytenus sp. ,has host,8097,
S190230040,,Gymnosporia senegalensis (Lam.) Loes.,has host,8097,
S190230040,,Olea europaea subsp. cuspidata (Wall. & G.Don) Cif.,has host,8097,
S190240022,,Maytenus sp. ,has host,8097,
S190240025,,Commiphora sp. ,has host,8097,
S190240030,,Gymnosporia sp. ,has host,2234,
S190240040,,Gymnosporia senegalensis (Lam.) Loes.,has host,8097,
S190240060,,Elaeodendron sp. ,has host,4069,
S190240115,,Gymnosporia buxifolia (L.) Szyszl.,has host,8097,
S190240120,,Gymnosporia sp. ,has host,10384,
S190240130,,Gymnosporia sp. ,has host,8097,
S190240130,,Maytenus sp. ,has host,8097,
S190240150,,Maytenus senegalensis (Lam.) Exell,has host,8097,
S190260030,,Olea europaea L.,has host,3510,
S200035010,,Festuca erecta d'Urville,has host,3228,
S200035010,,Poa cookii (Hook.f.) Hook.f,has host,3228,
S200100050,,Apanteles eriophyes Nixon,has parasite,6968,
S200100050,,Brassica oleracea L.,has host,6968,
S200100050,,Brassica rapa L.,has host,6968,
S200100050,,Brassica sp. ,has host,616,
S200100050,,Brassica sp. ,has host,1211,
S200100050,,Brassica sp. ,has host,8140,
S200100050,,"Chelonus curvimaculatus Cameron, 1906",has parasite,6968,
S200100050,,"Chelonus curvimaculatus Cameron, 1906",has parasite,9958,
S200100050,,"Cotesia plutellae (Kurdjumov, 1912)",has parasite,6968,
S200100050,,"Cotesia plutellae (Kurdjumov, 1912)",has parasite,9958,
S200100050,,"Diadegma insulare (Cresson, 1865)",has parasite,6058,
S200100050,,"Diadegma molipla (Holmgren, 1868)",has parasite,6058,
S200100050,,"Diadegma molipla (Holmgren, 1868)",has parasite,6968,
S200100050,,Erysimum sp. ,has host,873,
S200100050,,Iberis sp. ,has host,873,
S200100050,,Lepidium sp. ,has host,6968,
S200100050,,Lonicera sp. ,has host,47,
S200100050,,Matthiola sp. ,has host,873,
S200100050,,Oomyzus sokolowskii (Kurdkumov),has parasite,6968,
S200100050,,"Pristomerus rivier Rousse & Villemant, 2012",has parasite,6058,
S200100050,,Raphanus raphanistrum L.,has host,6968,
S200100050,,Rapistrum rugosum ,has host,6968,
S200100050,,Solanum sp. ,has host,2053,
S200100050,,Tetrastichus howardi (Olliff),has parasite,6968,
S205020100,,Costus afer Ker Gawl.,has host,7,
S205020140,,Kalanchoe sp. ,has host,1903,
S206010030,,Dioscorea sp. ,has host,7868,
S206030030,,Delairea odorata Lemaire,has host,3646,
S212010010,,Lovoa klaineana Pierre,has host,7,
S212010010,,Lovoa klaineana Pierre,has host,5388,
S214010010,,Toddalia asiatica (L.) Lam.,has host,9549,
S214010015,,Olea chrysophylla Lam.,has host,2090,
S214010020,,Chelonus sp. ,has parasite,6968,
S214010020,,Citrus aurantifolia (Christm.) Swingle,has host,6968,
S214010020,,Citrus limon (L.) Burm.f.,has host,6968,
S214010020,,Citrus medica L.,has host,3230,
S214010020,,Citrus sp. ,has host,228,
S214010020,,Ligustrum lucidum Aiton,has host,6968,
S214010020,,Manilkara zapota (L.) P. Royen,has host,6968,
S214010020,,"Venturia canescens (Gravenhorst, 1829)",has parasite,6058,
S214010028,,Citrus limon (L.) Burm.f.,has host,9626,
S214010028,,Citrus sp. ,has host,9626,
S214010030,,Olea europaea africana (Mill.) P. S. Green,has host,2727,
S214010050,,Olea lancea Lam.,has host,1515,
S216020010,,Undefined Decaying animal matter ,has host,7,
S218010020,,Convolvulus sp. ,has host,6968,
S218010020,,Ipomoea aquatica Forsk.,has host,7499,
